,Parsed review,Similar review,Similarity Value
49,"People steal stations and the time it takes to get a new one is used against you if you don't hit a certain number in the next hour. I was also working at the truck, two departments only getting paid for one. If you have a big stature or muscular stature, they want you to do ALL of the heavy lifting every. single. time.","> Communication to new hires is terrible; I had to delay getting my driver's license by a month because I had to miss DMV visit for a training day that they didn't tell me about in advance.
> Training is terrible; they tell you the minimum for the job requirements and then just throw you to the wolves.
> If you're commuting via public transit, prepare for torture. Commutes to Staten Island tend to be long and unreliable since nobody really comes here.
> Due to COVID, the job market situation, and high turnover, there is a lot of work; if you aren't good under pressure, it can get pretty stressful.
> They constantly bring up things you can get fired for. I get the point but it makes people think they're always under the threat of being fired even if they do nothing wrong.
> Many aspects of the job are harder to do if you have short arms.
> Because people are switching shifts or leaving all the time, it is difficult to form connections with most co-workers.",0.5865
50,"Compared to all companies I worked, amazon don't have cons.",I have zero cons to mention.,0.4472
51,"The Devices org maintains a thoroughly toxic culture that rewards unhealthy work/life balance and demoralizing treatment by mid-level (L7 and L8) management. No work life-balance unless you're a VP with an admin to shield you from the insanity. Emails are sent at 2am by coworkers to show that they are still up and working. Finance uses outdated and cumbersome financial reporting systems, paired with much-too frequent reporting cycles. The company's product development decisions are driven by narrative docs that incentivize telling a compelling story over building a solid business case based on data analysis and diverse thought. Speed is more important than accuracy. 
 Deliverables and timelines come out of nowhere and are at the whim of your VP, where months of challenging work to prepare for a meeting can be made worthless at the literal last minute. Working here combines the fast pace and stress of a start-up with the mediocre management and cumbersome business systems/processes of an enormous multinational company. The unheard of annual employee churn (150%, see NYT article) speaks for itself.","Some people really took the job too seriously and thought it was a life or death situaiton. Some of the mangers are so aloof and so disconnected from reality they make decisions that they don't grasp will have consequences. IE forcing people to go full-time ""or else"" during the busiest time of the year. Capping hours at 32 hours and penalizing people for wanting to work overtime. then ::Shocked pikachu face:: You wonder why you are understaffed and can't fill your schedule. Also if an employee has their phone out and ISN'T using it there is no need to try and make an example out of them and make a scene. look at the productivity of employees from an objective manner and not based upon anecdotal observation. It's amazon. I",0.586
52,"> Communication to new hires is terrible; I had to delay getting my driver's license by a month because I had to miss DMV visit for a training day that they didn't tell me about in advance.
> Training is terrible; they tell you the minimum for the job requirements and then just throw you to the wolves.
> If you're commuting via public transit, prepare for torture. Commutes to Staten Island tend to be long and unreliable since nobody really comes here.
> Due to COVID, the job market situation, and high turnover, there is a lot of work; if you aren't good under pressure, it can get pretty stressful.
> They constantly bring up things you can get fired for. I get the point but it makes people think they're always under the threat of being fired even if they do nothing wrong.
> Many aspects of the job are harder to do if you have short arms.
> Because people are switching shifts or leaving all the time, it is difficult to form connections with most co-workers.","Impostor Syndrome - it is real and palpable! Being around such high performers who are knowledgeable can be very intimidating.

You need to manage your own time... AWS is an environment where you kind of act like you run your own company. You won't have a lot of folks telling you what to do. If you can't handle running your own show, and instead prefer a structured tell-me-what-to-do approach, this is not for you.

Working with partners and customers can be challenging as there can be a bunch of twists and turns and things can take longer than desired. Patience and persistence is required!

Especially if you are working remotely, the job can get a bit lonely... so if you are really looking for a lot of interactions with folks, this might not be the role for you

Can sometimes get bombarded with meetings. Work with your team and your leader to set appropriate boundaries and establish enough headroom for you to get your various bits of work done

If you are opposed to being a constant student, this is NOT the role for you. There is ALWAYS something to learn and explore. For folks who feel they need to be comfortable that they know how to do their job, this might NOT be the role for you. Every day is Day 1 at Amazon which means you are constantly working to come up to speed.",0.6527
53,"Im not going to sugar coat it. Logistics is hard work. You will be moving constantly for 10 hours. But they know you work hard and they try to make sure we know it as much as they can. I cannot not personally speak for other people, but my personal experience has been good overall.","- lack of communication 
- heavy lifting almost constantly 
- feet is going to hurt, feels like needles 
- lots of pressure everyday 
-tedious long hours 
-repetitive 
-late nights 1:20am-12pm traditional hours
-not enough seating tables 
- I can never hear or know whats going on 
- they don’t care about you, everyone is there for work nonetheless, it can be a cold and ruthless environment 
- some people are friendly and you have amazing people from different backgrounds to talk to 
- holiday seasons also equals hell
- not enough incentives, Lansing area did not have the $3000 bonus for 2021
- no brain stimulation, simply slave work with nice music and people 
- they don’t care if you’re a small female, no one is going to care, they all expect you to do your job, it’s sad to see their concern of safety towards their workers
- some people will be lazy which adds more work for others 
- no sitting, always standing",0.4918
54,Management and operations are not that great. Poor communication on the floor and they often come up with ideas that just end up making it hard on everybody else.,"The Devices org maintains a thoroughly toxic culture that rewards unhealthy work/life balance and demoralizing treatment by mid-level (L7 and L8) management. No work life-balance unless you're a VP with an admin to shield you from the insanity. Emails are sent at 2am by coworkers to show that they are still up and working. Finance uses outdated and cumbersome financial reporting systems, paired with much-too frequent reporting cycles. The company's product development decisions are driven by narrative docs that incentivize telling a compelling story over building a solid business case based on data analysis and diverse thought. Speed is more important than accuracy. 
 Deliverables and timelines come out of nowhere and are at the whim of your VP, where months of challenging work to prepare for a meeting can be made worthless at the literal last minute. Working here combines the fast pace and stress of a start-up with the mediocre management and cumbersome business systems/processes of an enormous multinational company. The unheard of annual employee churn (150%, see NYT article) speaks for itself.",0.3983
55,"Sink or swim culture in which we are all sinking with only few veterans swimming at the top. Your first few months are a lonely painful ride of endless indigestible videos and endless content with hidden links. There is minimal human interaction and your chances to ask questions are slim. Nobody will check up on you. Instruction manuals are difficult to decipher and there are endless tools to log into. You’re manager will suddenly tell you it’s game time and you’ll be added to accounts where you simply have no idea what you’re doing. Take it from a person who’s been in the industry for over a decade at top notch companies. When they say only the strong survive, don’t take it lightly.","Rumors of it being a meat grinder are understated. It's an aggressive culture with toxicity promoted by mid level managers (sr. finance and director level) who use it to suppress talent. There are obvious exceptions so when landing a job don't be afraid to be diligent with the hiring manager. Get as good a sense of their style, personality, and willingness to be supportive and not just toss you to the side after Day 1 with the time honored ""you own it"" mindset even though it's your second day on the job and you had nothing to do with how it was being done or what the prior person had done to it before you started. It's horrible environment where you don't get grace and even when your manager might have been the one in the role you're filling now, they can easily reprimand you for the poor job you're (they had been) doing.",0.614
56,"- Absolutely need to be self motivated and sufficient, especially early on. There's a roadmap in front of you, but you'll need to navigate it largely on your own.
- Teams are intentionally kept small, which results in a lot of interdependence with other teams to get things done.","Each team/business in Amazon is a company (start-up) in itself. It is fast-paced and always growing. There are days where you need to figure out your own task. There is no direction and you do not get response on time. To get one answer related to a specific business, you need to juggle a lot across different resources (If you are lucky, your first guess would lead you to the answer)",0.5164
57,"Amazon is a large company and it can often feel like you're a small cog in a giant machine which can kind of crush your spirits sometimes (for me). Some of the work can be pretty boring, but management has been very attentive in my experience to try and help you work on something that's interesting to you.","- You're responsible for your own career progression and finding the places and teams that are doing the stuff you want to do. No one is going to take you by the hand and help you with that.
- Amazon is built, quite deliberately, to be Darwinian. The strong survive and the weak perish (metaphorically speaking) and the 'bar' is constantly increasing. The level of performance that would have been acceptable five years ago will get you canned today. It's a kind of crucible that'll help you develop a harder edge, if you can survive, that can serve you well in your career and in life, but it's often not a pleasant experience.

I wouldn't recommend it as a place to work for just anyone.",0.5936
58,"It can get really boring and tiring, repeatedly doing the same thing for a long period of time. Extremely repetitive.",Alot of work and schedules are the same thing everyweek.,0.3627
59,"hahahaha welcome to your own personal heck you aint in cansis anymore if want to work and be treated like a machine or an inter changable cog then this is the job for you 
*the job itself wouldnt be that bad if you work with the right manager/supervisor other wise prepare for some dumb stuff
*your gonna get a complaint or 2 over your time working there just bound to happen no matter if its your fault or not 
*someone is going to lose there crap and direct there anger out at you atleast once maybe 
*no matter how well you are doing your manager will find a problem even if its not related to any thing that you did or even would know about i.e. someone puts a box in front of a pallet
*if theres vto you arent getting it ever again
*prepare for the bathroom olympics you have 5 minutes to get to the bathroom go wash your hands and get back to your spot or prepare to explain what took you so long","Impostor Syndrome - it is real and palpable! Being around such high performers who are knowledgeable can be very intimidating.

You need to manage your own time... AWS is an environment where you kind of act like you run your own company. You won't have a lot of folks telling you what to do. If you can't handle running your own show, and instead prefer a structured tell-me-what-to-do approach, this is not for you.

Working with partners and customers can be challenging as there can be a bunch of twists and turns and things can take longer than desired. Patience and persistence is required!

Especially if you are working remotely, the job can get a bit lonely... so if you are really looking for a lot of interactions with folks, this might not be the role for you

Can sometimes get bombarded with meetings. Work with your team and your leader to set appropriate boundaries and establish enough headroom for you to get your various bits of work done

If you are opposed to being a constant student, this is NOT the role for you. There is ALWAYS something to learn and explore. For folks who feel they need to be comfortable that they know how to do their job, this might NOT be the role for you. Every day is Day 1 at Amazon which means you are constantly working to come up to speed.",0.6761
60,"- No overtime compensation
- Tier I Associates run all over management and management receives no support from HR or upper management in corrective action to these behaviors
- On-boarding experience is horrible, you will be teaching yourself everything 
- You don't receive stock awards until you are completely vested and that takes around 3-4 years from your hire date
- Associates are likely making just as much as you, if not more than you during holiday, all while having less responsibility and no education","-You will be in charge of all purchasing activity, all service providers, and floor manager responsibilities for both day shift and night shift employees.
-They will give you no raise and then tell you that you are choosing to not like the compensation plan
-A large portion of your compensation is tied to stock, that you can only receive once a year. Even though they agreed to your plan upon hiring, they will say you are getting a raise on an annual basis even though they absolutely know that you can not invest or pay bills with restricted stock units. If you dont survive until stock pay out, then you do not receive any of the compensation related to your shares.
-High attrition above and below. I had 5 managers in just under 2 years and the building had near 100% attrition from the group that launched the site in just 18 months. 
-You will have atleast 2 bosses and will feel like you have 8. Every activity is up for scrutiny from every boss.
-You will likely not meet any of these bosses face to face at all during their time as one of your managers.
-You will have atleast 5 hours a week of meetings that have zero relevance for you.
-You dont participate in your own performance review at all
-Turn over at a management level is so high, leadership may have no idea of the extra work and initiatives you supported outside your role",0.5536
61,"10 or 12 hour shifts on your feet, if there isn't any work they offer VOT (Volunteer Time Off ) meaning you don't have to come in , but you don't get paid either. This is only good if your hunting for your next position with another organization. Micro Managed, timed on every task that you do. Always wondering if they are going to fire you over something so silly as going under UPT (Unpaid Time off) meaning if you go in the negative of UPT you are automatically fired. If you are over 5 minutes late arriving , coming back from lunch or leave early w/o notice 1 hour of your UPT is taken. Remember you can't go in the negative or you will be fired.","The amazon employee app is confusing to use, employees can't call in for work, if you are sick you need a doctors note even if its a simple cold, you only get one day of orientation to learn everything you need to know, and for unpaid time if you get negative hours you are immediately fired, you don't even get a warning or a write up your are just fired.",0.6453
62,Always some politics in a Fortune 500 business.,"Some corporate roles aren't as marketable in the Seattle area, some (same title) roles pay far less",0.2474
63,"I started with OpsTechIT as an IT Support Associate II, and was then promoted to IT Support Engineer I. The pay increase from a promotion, versus being externally hired into the same role is significantly lower. I am payed about $10k less per year than others on my team that have the same job title because they were hired into the role, instead of being promoted into the role. It sucks, but I still love the job.","Work environment is one of the worst I've experienced. My experience may be a bit biased due to the boss I have, but from everything I've heard from friends in the same career, it's more common than not to have the same experience. The disconnect between management and operations is astronomical. Each person is truly treated like a number and the sole objective of everyone above you is to get to the next level, and not create a happy work environment. You will be thrown under the bus if it saves another person's career, without hesitation. 
Along with this is the category of pay. Since Amazon is such a large company, a large portion of your pay is composed of stocks. I was promised, in my hiring contract, that I would start earning my portion of stocks on my one-year anniversary. Little did I know, in reality it takes 2 years for you to start earning this portion of your salary.
Finally, they prevent the people who deserve it most from being promoted. This sentence does not apply to me, but the people I work with. Some of my coworkers have been with the company for over 4 or 5 years and management refuses to promote them due to a ""language disconnect"". Funny enough, everyone but management and operations leaders seem to understand them just fine with no problems. 
The company is composed of lies and disconnections in all levels of work.",0.4828
64,"The job is an intense workout every day. I am not sure how long I can do this.

Long hours. It starts to become draining right before I leave.

Huge building. It takes some time to walk anywhere. It takes me about 10 minutes to leave the place.

The employee discount sucks. 10% off only some things and only for $100 is weak.","The 30 minute lunch break is not it. The two 15 minutes is also not it. By the time you walk to the break room, it’s a 2-3 minute walk. So really, you have about 10 minutes. They used to let us listen to music over the speakers but then they stopped. That sucked.",0.49
65,"Since it operates like a lot of smaller startups, creating a cohesive design across multiple platforms can be difficult, simply due to the lack of clear organizational structure

Most of my leaders have been excellent, however there are a few senior team leaders that can be intense

Organizations with smaller design teams can make it difficult for you to feel like design has a strong seat at the strategic table. However, Amazon praises initiative, so you can work to fix those problems and people will be supportive and you will grow if you like that type of ownership","Be prepared to be over-worked and underpaid for the amount of work that you do, I know that you will be obligated to complete work and if you have ""Misses"" it can hinder your team as a whole, and sometimes you will feel like you may not be able to even take a break. I know when I became a PA in march of 2021 our cap team was short-staffed in PAs and Managers but we had the same amount of work regardless of the shortages.",0.5706
66,Not really any that I can point out just yet,Not really anything for any smart candidates.,0.378
67,"Long hours. Very long hours, sometimes.","Very physically demanding, long hours.",0.7071
68,"Way too much mandatory overtime. You don't get to pick what day your OT day is (mine is Sundays) or have a warning that's its coming. I signed up for a 40 hour work week and I've been working 55 for 2 months. Now we're back to 50. Still too much for me, as I am a mom of 3. Also if you run out of unpaid time bank, you're automatically fired in the system. Everything is a system, you work for a computer and you're just a number.","Impostor Syndrome - it is real and palpable! Being around such high performers who are knowledgeable can be very intimidating.

You need to manage your own time... AWS is an environment where you kind of act like you run your own company. You won't have a lot of folks telling you what to do. If you can't handle running your own show, and instead prefer a structured tell-me-what-to-do approach, this is not for you.

Working with partners and customers can be challenging as there can be a bunch of twists and turns and things can take longer than desired. Patience and persistence is required!

Especially if you are working remotely, the job can get a bit lonely... so if you are really looking for a lot of interactions with folks, this might not be the role for you

Can sometimes get bombarded with meetings. Work with your team and your leader to set appropriate boundaries and establish enough headroom for you to get your various bits of work done

If you are opposed to being a constant student, this is NOT the role for you. There is ALWAYS something to learn and explore. For folks who feel they need to be comfortable that they know how to do their job, this might NOT be the role for you. Every day is Day 1 at Amazon which means you are constantly working to come up to speed.",0.5691
69,Lots of corporate trainings get in the way of all the hard work I want to be doing.,Lots of corporate trainings get in the way of all the hard work I want to be doing.,1.0
70,Lots of corporate trainings get in the way of all the hard work I want to be doing.,Lots of corporate trainings get in the way of all the hard work I want to be doing.,1.0
71,"-Disconnect between building and TOM is normal
-Forced into CDL and depending on feelings its either good or bad
-With CDL implementation there will be a feeling of a pay disconnect
-Due to low headcounts sometimes things can run tight","The management process is abusive, and I'm currently a manager. I've seen too much ""behind the wall"" and hate how our individual performers can be treated. You are forced to ride people and stack rank employees...I've been forced to give good employees bad overall ratings because of politics and stack ranking.",0.3154
72,"Largely, the cons are the benefits offered by Amazon. Amazon has the same benefits offered to their corporate employees, delivery drivers, and warehouse workers. This results in good benefits for warehouse workers and drivers, but below the standard for corporate employees. 

Below are the benefit areas that could use some improvement:
* Company Holidays: Amazon does not offer many holidays each year. For example, Black Friday, Christmas Eve, and New Years Eve are not company holidays. Compared to other large companies that I have worked for, Amazon's company holidays are severely lacking and leave me missing the days around the big holidays because I have work. 
* 401K plan match: the Amazon 401K plans do not start matching employee contributions until an employee has worked at the company for 2 years. For such a large company, it is surprising that they don't match some portion of contributions on day one. Most of the companies I have worked at (even retail and small companies) have offered some portion of a 401K match that starts in the first 90 days.","Maybe because the company recruits C listers who have neither merit (intelligence, strategic vision) nor pedigree (academic or professional accomplishments), most of those who become successful do so in treacherous, low cunning ways.

Imagine the Lannisters in Game of Thrones attacking the Starks in Game of Thrones; or Rawls and Burrell attacking McNulty and Daniels in The Wire; or Barrow and O'Brien attacking Mr Bates in Downton Abbey. This is every day leadership behavior at Amazon. The culture at Amazon is so infested with these middling talent weasels who have juked the stats and schemed their way to positions of power that new employees coming in actually start thinking that this behavior is normal and expected if you want to ""manage people.""

The work itself was stimulating and fulfilling, but the sneering condescension of the d bags that cheated and skated their way through high school and party colleges, then just converted their winky nod nod good 'ol boy shenanigans into a ""ask no questions, have no introspection"" company culture have made manifest some of the worst criticisms of capitalism. Any left leaning political aspirant would look at this business organism and immediately have content to lash out against the corruption that can come in free enterprise where hard work is not rewarded, and the connected, incestuous, privileged class lounge their way to wealth while treating their employees and customers like some kind of filth their shoe picked up on the street.",0.5528
73,"Some corporate roles aren't as marketable in the Seattle area, some (same title) roles pay far less","Some of the downsides is favoritism as some AAs favor one another and staff them on easy tasks whereas hardworking AAs are given difficult tasks. in fact, there are so many CCTV cameras all over the warehouse but if anyone complains, they take action without even checking the footage.",0.2474
74,"Over indexes on frugality, a bit of a cult fest. Oh - and (s)crappy internal tools.","Grueling culture of burnout, and lots of layers of process",0.2774
75,"The culture GREATLY depends on what team you are on in the company. The company has a cultural standard but not every over manager upholds this standard. If you get a good team it's the best place to work on earth, if not, good luck.","You do not matter. You are 100% replaceable. How well you do your job will not help you advance as an associate, favoritism is rampant. The management does not know what they are doing as most are hired right out of college and a trained by managers with about 3 weeks experience with the company, the associate who have 2+ years of experience are used to maintain numbers and most the work load is in turned dumped onto them( L1’s are expected to pick/stow/pack at a faster rate then the ones with less experience but the new associates are not expected to ever reach the same rate. ) Process assistants regularly do the jobs of area managers as the AM’s regularly dump most of their work onto PA’s so they can continue gossiping with each other in conference rooms while claiming to be discussing business metrics however never discussing anything remotely related to work for hours on end. HR is not there to help you when you need help they are there to make sure management level personnel doesn’t get the company sued so you will be let go without hesitation if there is a issue with management. The only way you will move up in this company is by kissing butt your performance has as much influence as your ability to walk.",0.4777
76,Bit**y'est group of employees I ever worked with. They had a right to be though because the management we had was awful. All they care about is the money the company is making. Don't care one bit about the employees or the students. Lots of favoritism towards a couple employees while a couple who poured their hearts into the company got the shaft end of everything. No real budget to spend money on improving your site so you end up putting alot of your own money into making things nice. Worst curriculums ever but then again no one was willing to step up and make new ideas because complaining is easier I guess.,"They work every energy bar out of you.
Can't take a vacation until worked for at least 12 months.
Very very limited paid-time vacation pay; the majority of the vacation time is unpaid.
Supervisors hound you to make sure you process ""x"" amount of items per hour, while they sit down in a chair. 
I get it they're doing ""computer work"" but every time I turned around they were caught watching Netflix/listening to music while they harass people to work faster.
The management people I was working with repeatedly made homosexual advances in the workplace... Just because you're in a higher position, doesn't mean the sexual harassment policies don't apply to you! Pathetic. Made working there very uncomfortable. 
When I attempted to alert their bosses, they'll would give me falsified contact information because they didn't want to get reported, or get on the one who is doing the harassing's ""bad side"" which is very selfish. Overall, I would work here again because of the consistent pay, benefits, etc... However, next time around I will make sure I keep my distance from the supervisors at OKC1 Facility near Will Rogers Airport, OKC, or any other facility in the states. I will make sure I don't alert other authorities there about the sexual harassment in-person (only online via phone call or email) because a lot of times, the supervisors are very aware of how important the job is to them and most-likely will change the narrative of the story. Also, the managers would pull just about every worker in the station about their ""time off task"" however, everyone who was working there at the time knew that a good amount of the time, the restrooms were closed due to either 1)spot-cleaning or 2)construction/deep-cleaning maintenance. This is very unprofessional for the managers to accuse workers of not working because we'll have been gone for longer than 5-10 minutes due to having to wait in line to use the restaurant and go up and down different floor levels to hopefully find an open restroom! I drunk a lot of water when working because of the highly expected process rate. It's truly a workout, which I am okay with when working at any facility given I've worked at two different facilities thus far(one part-time and one full-time). So, what would I do differently? I would make sure I wait until hired again (because I resigned, have to wait 12 months to be considered to work again when resign, I'm not sure what the policies are when fired, but when resigned, this is the message I received from Amazon) and wait until I find out who my supervisors are, and do research on them to find out who their supervisors are so I am not the only worker their without leverage if those issues occur again therefore, I will have the clear option of reporting any supervisors violating any rules or make the work-environment uncomfortable instead of leaving because THEY'RE the one's in the wrong!",0.5683
77,"Be prepared to be over-worked and underpaid for the amount of work that you do, I know that you will be obligated to complete work and if you have ""Misses"" it can hinder your team as a whole, and sometimes you will feel like you may not be able to even take a break. I know when I became a PA in march of 2021 our cap team was short-staffed in PAs and Managers but we had the same amount of work regardless of the shortages.","-You will be in charge of all purchasing activity, all service providers, and floor manager responsibilities for both day shift and night shift employees.
-They will give you no raise and then tell you that you are choosing to not like the compensation plan
-A large portion of your compensation is tied to stock, that you can only receive once a year. Even though they agreed to your plan upon hiring, they will say you are getting a raise on an annual basis even though they absolutely know that you can not invest or pay bills with restricted stock units. If you dont survive until stock pay out, then you do not receive any of the compensation related to your shares.
-High attrition above and below. I had 5 managers in just under 2 years and the building had near 100% attrition from the group that launched the site in just 18 months. 
-You will have atleast 2 bosses and will feel like you have 8. Every activity is up for scrutiny from every boss.
-You will likely not meet any of these bosses face to face at all during their time as one of your managers.
-You will have atleast 5 hours a week of meetings that have zero relevance for you.
-You dont participate in your own performance review at all
-Turn over at a management level is so high, leadership may have no idea of the extra work and initiatives you supported outside your role",0.6453
78,"- lack of communication 
- heavy lifting almost constantly 
- feet is going to hurt, feels like needles 
- lots of pressure everyday 
-tedious long hours 
-repetitive 
-late nights 1:20am-12pm traditional hours
-not enough seating tables 
- I can never hear or know whats going on 
- they don’t care about you, everyone is there for work nonetheless, it can be a cold and ruthless environment 
- some people are friendly and you have amazing people from different backgrounds to talk to 
- holiday seasons also equals hell
- not enough incentives, Lansing area did not have the $3000 bonus for 2021
- no brain stimulation, simply slave work with nice music and people 
- they don’t care if you’re a small female, no one is going to care, they all expect you to do your job, it’s sad to see their concern of safety towards their workers
- some people will be lazy which adds more work for others 
- no sitting, always standing","Work is rushed, expect you to hit a certain accuracy everyday with only 3 people able to irdr count. Grown people acting like kids because they can't do whatever they want to when they come to work. Not enough money for the amount of work you have to do for 10 hours, 15 minute breaks are more like 8 minutes because you have to find a park and that cuts your break time off.",0.5891
79,there was a lot of training video content to watch through in the first month. you are expected to deliver a project within 2 months when you start.,"Every single company you go to is going to have cons. There will ALWAYS be days you run to job search websites and apply to new jobs like crazy. In my own experience, Amazon's pros far outweigh the cons. I've had a lot more great days than bad ones. In all honesty... my biggest con was from being an HR rep for a site. No matter how hard you tried to make everyone happy there were still a small number of associates that were always incredibly unhappy or ungrateful for the effort we put in to make their work life enjoyable or at least tolerable. My only other con I can think of is some of my promotions took much longer than they should have BUT I'm cognizant of several of my own factors that slowed the process. At first I had my own growth I needed to work on. Also, at Amazon you move a lot faster not only with a degree but most importantly if you are willing to relocate. That's for the simple fact that your odds are greater when you are open to more locations. Whereas staying to one site you are limited to what they have available.",0.4905
80,"Brutal work load, limited quality or personal time, low CM support from management (by design)","Mandatory extra time, hard work",0.2309
81,You cannot even have one headphone in supposedly for safety because you cannot pay attention to surroundings. I know with just one you could still and I could be listening to school audio book to do two things at once or just some music. It would make everyone happier and that leads to more production and enthusiasm.,"Job is grueling and honestly sucks unless you're an L3 or above employee.
Expect lower back pain and potential for carpal tunnel and Plantar fasciitis. 
Most Managers care more about numbers than the safety and health of employees. (With some exceptions)
Overtime can be MANDATORY at times and if you have prior engagements you're expected to either use your own PTO, UPT, or Sick time to get out of it. (for certain reasons you may be able to talk to HR to be excused, but you'd have to go during your lunch or after work to get that sorted out)
They pretend to care about covid-19, but won't support the team that was specifically created to prevent it in any meaningful way.",0.556
82,"Many rules to keep us safe, retraining as needed to become efficient with our job.",Not to many cons yet to my knowledge.,0.3835
83,"Longs days, lots of standing, takes too long to even walk to get to breaks",Takes a while to learn everything and get in the groove to be a solid participant to your team!!,0.5005
84,"the overall culture of this company is horrid. tenure is not valued. if you're not constantly proving yourself and a desire to elevate, you prob. won't be happy after a couple of years. and you'll stop getting stock shares, btw. if you're hired off the street as a manager, you will make way more than an internal employee who worked their way up through the ranks. That's just wrong.","- compensation is straight 60% of market and rely on stock upside for your upside
- promotions are difficult, don’t come in at the wrong level
- politics are incessant and rampant. L8s cater to L10s because they want their promotions. 
- Promotion to L8 is done through secret ballot and they reject everyone on their first try. 
- if you make top tier in performance reviews, it’s only worth a maximum of 80% of your offer letter to get compensation.

If you’re not a good writer, get ready to learn the hard way. And I mean brutally constructive feedback. The compensation model is flimsy and not competitive. If you come in at the wrong level, you’re in for a long ride. If you lose the executive sponsor who helped hire you, you’re screwed. There is also a strict chain of command methodology applied, restricting people from working with their skips. Lots of middle managers afraid of being bypassed and a sense of threat comes from that.",0.5745
85,"-If you don't play well with others both internally and externally, you will burn out in 1-2 years
-If you don't choose work based on what you need to do to get to your next promotion, you will be a bit bored/aimless
-If you don't thrive in high autonomy environments, you will fail
-If you don't know how to network internally, you will fail","If you are trained in more than one department, you will get moved around to the department where they need the most help. You don’t get any say in this. Even if you want to stay in your home department, they will force you to move around. You do not get any say in this you you just have to roll with it.

Also mandatory overtime was very common so don’t ever expect to just work a straight 40 hours all the time. You will be working a lot if 50 hour weeks. Mandatory. Don’t make plans on your overtime day and don’t have a second job or school that’s scheduled on your overtime day. They will also spring it on you at the last minute.",0.6952
86,Not enough break time. only get to sit for 15 minutes after standing for 3 plus hours,"Standing in one spot for too long
Only had one break (lunch) for 30 minutes for my 10.5 hour shift.",0.4454
87,I have not seen any cons so far.,"At this time, I have not encountered any cons.",0.5345
88,"Grueling culture of burnout, and lots of layers of process",Big time commitment and lots of hours,0.4725
89,"tough, work very hard in the company.",The hours are very long and the work can be tedious.,0.4193
90,Don’t care about your personal health. They only see us as numbers.,"Long hours
Not supported
They don’t care about employees",0.3849
91,"ACCOMMODATIONS ISSUES

COVID TESTING NEEDS TO BE AVAILABLE","Hours can change often, must be able to travel and be flexible to do so often, may have to go long distances to hold events, etc.",0.3273
92,"Not too many cons, just not as personal as say, a smaller company might be - but that is somewhat expected from a large company. They do have great overall support for employees... many benefits including mental, physical, & family health support, among others.","Im not going to sugar coat it. Logistics is hard work. You will be moving constantly for 10 hours. But they know you work hard and they try to make sure we know it as much as they can. I cannot not personally speak for other people, but my personal experience has been good overall.",0.3004
93,"The only major con I can think of is that as far as technology the majority is internally developed which means knowledge of technologies won't be transferable, but it's probably outweighed to a certain degree by having Amazon on your resume.","I have no cons I can think of aside from the ambiguity of the role. But, it is what it is.",0.4772
94,"The night shift hours are brutal for anyone with a family or life outside of just working for Amazon. Don’t believe their “work life balance” mantra. Area managers will work at least 11-13 hours a day for your four day work week but can be for up to six days a week. Expect to come in 1/2 to 1 hour before your shift and stay 1 hour after your shift. If your associates come in for extra paid days, you work the extra hours with no more pay since you are management.","Impostor Syndrome - it is real and palpable! Being around such high performers who are knowledgeable can be very intimidating.

You need to manage your own time... AWS is an environment where you kind of act like you run your own company. You won't have a lot of folks telling you what to do. If you can't handle running your own show, and instead prefer a structured tell-me-what-to-do approach, this is not for you.

Working with partners and customers can be challenging as there can be a bunch of twists and turns and things can take longer than desired. Patience and persistence is required!

Especially if you are working remotely, the job can get a bit lonely... so if you are really looking for a lot of interactions with folks, this might not be the role for you

Can sometimes get bombarded with meetings. Work with your team and your leader to set appropriate boundaries and establish enough headroom for you to get your various bits of work done

If you are opposed to being a constant student, this is NOT the role for you. There is ALWAYS something to learn and explore. For folks who feel they need to be comfortable that they know how to do their job, this might NOT be the role for you. Every day is Day 1 at Amazon which means you are constantly working to come up to speed.",0.4887
95,"60+ hour weeks all year. More in peak. 
Many teams are understaffed and push for people to work 24/7. Burnout is high. 
Sr leaders don't hesitate to ask non critical questions in the middle of the night. 
The teams with openings are usually the teams who cannot retain talent. 
Morale is lower this year than in previous.","Work environment is one of the worst I've experienced. My experience may be a bit biased due to the boss I have, but from everything I've heard from friends in the same career, it's more common than not to have the same experience. The disconnect between management and operations is astronomical. Each person is truly treated like a number and the sole objective of everyone above you is to get to the next level, and not create a happy work environment. You will be thrown under the bus if it saves another person's career, without hesitation. 
Along with this is the category of pay. Since Amazon is such a large company, a large portion of your pay is composed of stocks. I was promised, in my hiring contract, that I would start earning my portion of stocks on my one-year anniversary. Little did I know, in reality it takes 2 years for you to start earning this portion of your salary.
Finally, they prevent the people who deserve it most from being promoted. This sentence does not apply to me, but the people I work with. Some of my coworkers have been with the company for over 4 or 5 years and management refuses to promote them due to a ""language disconnect"". Funny enough, everyone but management and operations leaders seem to understand them just fine with no problems. 
The company is composed of lies and disconnections in all levels of work.",0.5094
96,It can get difficult at times when machines fail to work,"It can be difficult for external hires to get up to speed, but there's always someone willing to help teach you.",0.4062
